100, 0.65639, 0.00046
125, 0.76673, 0.00051
150, 0.83836, 0.00054
175, 0.88421, 0.00049
200, 0.91623, 0.00052
225, 0.93902, 0.00050
240, 0.94886, 0.00056
241, 0.95023, 0.00050
242, 0.95093, 0.00050
250, 0.95500, 0.00055
275, 0.96744, 0.00050
300, 0.97681, 0.00050
325, 0.98538, 0.00051
350, 0.98958, 0.00051
375, 0.99566, 0.00053
400, 0.99907, 0.00052
